#100NEWSALON,#100NEWSALON,UÑAS POSTIZAS,WNNN,WWNN,WONN,SNNN,ZUNN,CAJ,100,,,ARTICULOS DE BELLEZA,MANOS Y PIES,UÑAS,CARTON
000000157094,ZDM205,ENSAMBLE GOLFIED (691),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157452,ZDM208,ENSAMBLE GOLFIED(694),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160421,ZDM215,EMSAMBLE GOLFIED (16),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157575,ZDM216,EMSAMBLE GOLFIED (20),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157315,ZDM217-1,ENSAMBLE GOLFIED(28),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188753,ZDM217-2,ENSAMBLE GOLFIED(56),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157612,ZDM219-1,EMSAMBLE GOLFIED (53),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,SEPARADORES,GENERAL
000000158305,ZDM219-2,EMSAMBLE GOLFIED (54),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,SEPARADORES,GENERAL
000000157629,ZDM226-1,ENSAMBLE GOLFIED (110),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160735,ZDM226-2,EMSAMBLE GOLFIED (107),ZYNN,ZWNN,ZUUN,YVNN,SNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161077,ZDM230,ENSAMBLE GOLFIED (154),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160834,ZDM233,ENSAMBLE GOLFIED (247),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157858,ZDM235,EEMSAMBLE GOLFIED(243),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000232050,ZDM236,ENSAMBLE GOLFIED (240),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,SEPARADORES,GENERAL
000000157872,ZDM238,ENSAMBLE GOLFIED (229),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160353,ZDM24,ENSAMBLE GOLFIED(133),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157117,ZDM241,ENSAMBLE GOLFIED (312),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158404,ZDM242,ENSAMBLE GOLFIED (310),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160872,ZDM244,ENSAMBLE GOLFIED (324),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160520,ZDM247,ENSAMBLE GOLFIED (551),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158237,ZDM248,ENSAMBLE GOLFIED (652),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160360,ZDM25,EMSAMBLE GOLFIED (497),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160926,ZDM251,ENSAMBLE GOLFIED (463),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160841,ZDM252,ENSAMBLE GOLFIED (460),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158459,ZDM256,ENSAMBLE GOLFIED (435),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157902,ZDM258,ENSAMBLE GOLFIED (271),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188760,ZDM260,ENSAMBLE GOLFIED(251),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157940,ZDM263,ENSAMBLE GOLFIED (226),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156936,ZDM274,ENSAMBLE GOLFIED (120),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDM289,ENSAMBLE GOLFIED(713),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158251,ZDM30,EMSAMBLE GOLFIED (52),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160865,ZDM31,EMSABLE GOLFIED (184),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158039,ZDM311,ENSAMBLE GOLFIED (445),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158398,ZDM313,ENSAMBLE GOLFIED (424),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157674,ZDM314,ENSAMBLE GOLFIED (417),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000219051,ZDM316,ENSAMBLE GOLFIED (401),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160490,ZDM317,ENSAMBLE GOLFIED (640),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157216,ZDM318,ENSAMBLE GOLFIED(721),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158107,ZDM33,EMSAMBLE GOLFIED (173),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000219273,ZDM340,EMSAMBLE GOLFIED (372),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161114,ZDM37,ENSAMBLE GOLFIED (94),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188654,ZDM38,ENSAMBLE GOLFIED(175),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156981,ZDM39,ENSAMBLE GOLFIED (45),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156912,ZDM4,EMSAMBLE GOLFIED (160),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157391,ZDM40,ENSAMBLE GOLFIED(531),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157193,ZDM43,ENSAMBLE GOLFIED(98),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160438,ZDM44,EMSAMBLE GOLFIED(206),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157018,ZDM45,EMSAMBLE GOLFIED (41),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000157650,ZDM47,ENSAMBLE GOLFIED (47),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160308,ZDM49-1,EMSAMBLE GOLFIED(44),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDM49-2,EMSAMBLE GOLFIED,ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160759,ZDM5,EMSAMBLE GOLFIED (35),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000232432,ZDM50,EMSAMBLE GOLFIED (157),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160445,ZDM54,ENSAMBLE GOLFIED (163),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160629,ZDM57,EMSAMBLE GOLFIED (38),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160513,ZDM58-1,ENSAMBLE GOLFIED (182),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000159289,ZDM58-2,ENSAMBLE GOLFIED (804),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157773,ZDM6,EMSAMBLE GOLFIED (507),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160377,ZDM61,EMSAMBLE GOLFIED (207),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160803,ZDM63,EMSAMBLE GOLFIED (492),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188623,ZDM64,ENSAMBLE GOLFIED(181),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158541,ZDM65,EMSAMBLE GOLFIED (151),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158312,ZDM66,ENSAMBLE GOLFIED (62),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000219440,ZDM68,ENSAMBLE GOLFIED (26),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157155,ZDM69,EMSAMBLE GOLFIED (172),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160711,ZDM7,EMSAMBLE GOLFIED (39),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188746,ZDM70,ENSAMBLE GOLFIED(27),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157049,ZDM71,EMSAMBLE GOLFIE(178),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157025,ZDM72,EMSAMBLE GOLFIED (128),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160339,ZDM75,EMSAMBLE GOLFIED (58),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156851,ZDM76,EMSAMBLE GOLFIED(61),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157063,ZDM77,ENSAMBLE (195),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160599,ZDM78,EMSAMBLE GOLFIED (523),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161107,ZDM8,ENSAMBLE GOLFIED (494),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
.,ZDM84,ENSAMBLE GOLFIED(33),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000152464,ZDM85,ENSAMBLE,OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157520,ZDM86,ENSAMBLE GOLFIED(167),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156905,ZDM88,EMSAMBLE GOLFIED (209),OUN,ZNUN,ZYUN,ZONN,VRU,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160605,ZDM90,ENSAMBLE GOLFIED (504),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158503,ZDM92,ENSAMBLE GOLFIED (299),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160551,ZDM93,ENSAMBLE GOLFIED (334),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000158138,ZDM95,ENSAMBLE GOLFIED (302),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157698,ZDM96,ENSAMBLE GOLFIED (303),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160537,ZDM98-1,ENSAMBLE GOLFIED (269),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000157537,ZDM98-2,ENSAMBLE GOLFIED (270),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156837,ZDN142,ENSAMBLE GOLFIED (678),ZZNN,ZYNN,ZVUN,YYNN,UUN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDN144,ENSAMBLE GOLFIED (681),ZNNN,ZZNN,ZWNN,YNNN,UNN,GRM,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188548,ZDP319,ENSAMBLE GOLFIED(723),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000188524,ZDP320,ENSAMBLE GOLFIED(349),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000232104,ZDP321,ENSAMBLE GOLFIED (728),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157407,ZDP322,ENSAMBLE GOLFIED(731),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157995,ZDP326,ENSAMBLE GOLFIED (719),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157445,ZDP327,ENSAMBLE GOLFIED(724),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000157506,ZDP328,ENSAMBLE GOLFIED(730),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000158176,ZDP329,ENSAMBLE GOLFIED(717),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157285,ZDP330,ENSAMBLE GOLFIED (725),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157346,ZDP331,ENSAMBLE GOLFIED (735),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157308,ZDP332,ENSAMBLE GOLFIED (732),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157186,ZDP333,ENSAMBLE GOLFIED(726),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157438,ZDP334,EMSAMBLE GOLFIED(727),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157483,ZDP335,ENSAMBLE GOLFIED(729),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157292,ZDP336,ENSAMBLE GOLFIED (722),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157933,ZDP337,ENSAMBLE GOLFIED(716),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000157551,ZDP338,ENSAMBLE GOLFIED(720),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000158046,ZDP339,ENSAMBLE GOLFIED(718),ONN,ZNNN,ZZUN,ZPNN,VUN,GRM,,,,ENSAMBLE,GOLFIED,PLASTI-METAL,GENERAL
000000188616,ZDT129,DIJE (805),RUN,PUN,ZNNN,ZUNN,WRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156585,ZDT132,DIJE (808),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDT348,DIJE (847),ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156769,ZDT349,DIJE (831),ZYNN,ZWNN,ZUUN,YVNN,SNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156561,ZDT350,DIJE (818),OUN,ZNUN,ZYUN,ZONN,VRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156660,ZDT351,DIJE (826),RNN,RUN,ONN,ZVNN,WUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188807,ZDT352,DIJE (615),ZYNN,ZWNN,ZUUN,YVNN,SNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156806,ZDT353,DIJE (845),ZWUN,ZUNN,ZRUN,YRNN,SRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156592,ZDT354,DIJE (849),SNN,SUN,PNN,ZYNN,WNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156554,ZDT355,DIJE,ONN,ZNNN,ZZUN,ZPNN,VUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188715,ZDT356,DIJE (842),ZYNN,ZWNN,ZUUN,YVNN,SNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188531,ZDT357,DIJE (833),RNN,RUN,ONN,ZVNN,WUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000197014,ZDT358,DIJE (840),OUN,ZNUN,ZYUN,ZONN,VRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156677,ZDT359,DIJE (825),PNN,ONN,ZNUN,ZSNN,VNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188586,ZDT360,DIJE (822),PNN,ONN,ZNUN,ZSNN,VNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156547,ZDT361,DIJE (609),ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156530,ZDT363,DIJE (841),ZUNN,ZSUN,ZOUN,WNNN,RUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188678,ZDT364,DIJE (839),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDT365,DIJE (815),OUN,ZNUN,ZYUN,ZONN,VRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156608,ZDT366,DIJE (817),ZNNN,ZZNN,ZWNN,YNNN,UNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156578,ZDT368,DIJE (837),OUN,ZNUN,ZYUN,ZONN,VRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDT369,DIJE (844),ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156653,ZDT370,DIJE (821),ZUNN,ZSUN,ZOUN,WNNN,RUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188784,ZDT371,DIJE (848),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188685,ZDT372,DIJE (606),ZZNN,ZYNN,ZVUN,YYNN,UUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156622,ZDT373,DIJE (827),RNN,RUN,ONN,ZVNN,WUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188562,ZDT374,DIJE (806),ZYNN,ZWNN,ZUUN,YVNN,SNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156646,ZDT375,DIJE (807),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156615,ZDT376,DIJE (604),ONN,ZNNN,ZZUN,ZPNN,VUN,UND,,,,FABRICACION GOLFI,DIJES,GENERAL,GENERAL
000000188579,ZDT377,DIJE (838),ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156721,ZDT378,DIJE (620),ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160322,ZDT379,DIJE (816),ONN,ZNNN,ZZUN,ZPNN,VUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188630,ZDT380,DIJE (823),ZYNN,ZWNN,ZUUN,YVNN,SNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188708,ZDT381,DIJE (830),ZNNN,ZZNN,ZWNN,YNNN,UNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188661,ZDT383,DIJE GOLFIED,WNN,WUN,VNN,SNN,ZUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156776,ZDT384,DIJE GOLFIED (796),WUN,VNN,VUN,RNN,ZRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156745,ZDT385,DIJE GOLFIED (843),RNN,RUN,ONN,ZVNN,WUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156707,ZDT386,DIJES GOLFIED (828),ZYNN,ZWNN,ZUUN,YVNN,SNN,GRM,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156790,ZDT387,DIJE GOLFIED (814),VNN,VUN,UNN,PNN,YNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000219044,ZDT388,DIJE,SUN,RNN,PUN,ZWNN,WYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156714,ZDT389,DIJE GOLFIED (824,RUN,PUN,ZNNN,ZUNN,WRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156752,ZDT390,DIJE GOLFIED (797),WNN,WUN,VNN,SNN,ZUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000188609,ZDT391,DIJE GOLFIED (800),SNN,SUN,PNN,ZYNN,WNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156684,ZDT392,DIJE GOLFIED (799),YUN,WNN,WUN,UNN,ZYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156691,ZDT393,DIJE GOLFIED(820),WUN,VNN,VUN,RNN,ZRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
,ZDT394,DIJE GOLFIED (819),ZRNN,ZPUN,YYNN,WVNN,PUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188555,ZDT395,DIJE GOLFIED (809),UUN,SNN,RNN,ZZNN,YRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
,ZDT396,DIJE GOLFIED (835),SUN,RNN,PUN,ZWNN,WYU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000156639,ZDT397,DIJE (834),PNN,ONN,ZNUN,ZSNN,VNN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000188739,ZDT398,DIJE (832),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000156738,ZDT399,DIJE (580),WUN,VNN,VUN,RNN,ZRU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000160476,ZDT400-1,DIJE (813),UNN,UUN,SUN,ZNNN,YUN,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161398,ZDT400-10,DIJE (846),ZNNN,ZZNN,ZWNN,YNNN,UNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161473,ZDT400-11,DIJE (803),ZZNN,ZYNN,ZVUN,YYNN,UUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161435,ZDT400-12,DIJE (860),RUN,PUN,ZNNN,ZUNN,WRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161428,ZDT400-13,DIJE (859),SNN,SUN,PNN,ZYNN,WNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161268,ZDT400-14,DIJE (792),PUN,OUN,ZZNN,ZRNN,VYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161374,ZDT400-15,DIJE(862),SNN,SUN,PNN,ZYNN,WNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161411,ZDT400-16,DIJE (852),SUN,RNN,PUN,ZWNN,WYU,UND,,,,ENSAMBLE,GOLFIED,DIJES,GENERAL
000000161404,ZDT400-17,DIJE  (854),SUN,RNN,PUN,ZWNN,WYU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
